1734260945, 1.4, 1.8
1734260955, 1.7, 3.0
1734260965, 1.6, 3.5
1734260975, 1.6, 3.7
1734260985, 1.5, 4.5
1734260995, 1.5, 4.3
1734261005, 1.6, 4.1
1734261015, 1.5, 3.1
1734261025, 1.6, 2.9
1734261035, 1.6, 2.9
1734261045, 1.7, 3.1
1734261055, 1.7, 3.3
